pv_number_original,pressure_level,effective_thickness,mobility_ratio,fingering_index,oil_viscosity,pressure_viscosity_ratio,formation_temperature,effective_thickness_log,gravity_number,pv_number
0.01431,-0.37803961327604685,-0.5155150942635309,2.0023697293241804,1.0011848646620902,0.10011848646620902,9.311765591648374,0.8450964565649874,2.2407096892759584,-31.35552533672735,0.014208578367283365
0.00683,-0.37803961327604685,-0.5155150942635309,2.0023697293241804,1.0011848646620902,0.10011848646620902,9.311765591648374,0.8450964565649874,2.2407096892759584,-31.35552533672735,0.006806781212921459
0.03061,-0.37803961327604685,0.09470261916140174,2.0023697293241804,1.0011848646620902,0.10011848646620902,9.311765591648374,0.8450964565649874,2.8130106367386967,5.760161841258895,0.03015085995049343
0.00172,-0.37803961327604685,-0.38103185163544656,-4.108493843792775,-2.0542469218963877,-0.20542469218963877,4.741469622295519,-0.4277092441830738,2.3978952727983707,-1.9203147913275045,0.001718522493964307
0.00727,-0.37803961327604685,-0.38103185163544656,-4.108493843792775,-2.0542469218963877,-0.20542469218963877,4.741469622295519,-0.4277092441830738,2.3978952727983707,-1.9203147913275045,0.007243700935874266
0.02172,-0.7257216204407941,-0.34741104097842546,58.3606450958195,29.18032254790975,2.918032254790975,0.24602792070681728,0.9736626889637815,2.4336133554004498,-0.032418544698435824,0.021487481641423146
0.04845,-0.7257216204407941,-0.34741104097842546,58.3606450958195,29.18032254790975,2.918032254790975,0.24602792070681728,0.9736626889637815,2.4336133554004498,-0.032418544698435824,0.04731288305061755
0.02092,-1.2472446311879153,-0.07003935305800163,-15.032954578758526,-7.516477289379263,-0.7516477289379263,-2.3892234711156437,1.3165059753605657,2.6878474937846906,-2.2171222854358885,0.020704181558291578
0.0106,-1.3167810326208647,0.31659996949774094,-15.032954578758526,-7.516477289379263,-0.7516477289379263,-2.4686692766009086,1.3036493521206864,2.9601050959108397,10.022092113850142,0.010544213875671154
0.03831,-1.3167810326208647,0.31659996949774094,-15.032954578758526,-7.516477289379263,-0.7516477289379263,-2.4686692766009086,1.3036493521206864,2.9601050959108397,10.022092113850142,0.037594391408697254
0.00975,-1.3167810326208647,0.31659996949774094,-15.032954578758526,-7.516477289379263,-0.7516477289379263,-2.4686692766009086,1.3036493521206864,2.9601050959108397,10.022092113850142,0.009702775461385196
0.05702,-0.9690990254561173,-0.7592659715269338,-13.198783437633423,-6.599391718816712,-0.6599391718816712,-0.9208028232356824,0.7079591420062737,1.8718021769015913,12.311967966622193,0.05545362818496683
0.03827,0.31732440105344767,-0.4482734729494888,-7.726368297528686,-3.863184148764343,-0.3863184148764343,-2.512328826014697,0.19797975349105765,2.322387720290225,7.8845756534673805,0.03755586652643417
0.00795,0.6650064082181952,-0.330600635649915,-13.822030717478683,-6.911015358739341,-0.6911015358739342,-1.3910719002158878,1.9164817265549379,2.451005098112319,6.264278552514813,0.00791856524429555
0.006,1.0126884153829425,-0.6163775262345942,-13.41159958197083,-6.705799790985415,-0.6705799790985415,0.08249372632783684,0.7551000938858319,2.1041341542702074,10.16251471262906,0.005982071677547464
0.07967,0.6302382075017205,-0.7088347555414022,-12.545133851454246,-6.272566925727123,-0.6272566925727123,0.2590643954572061,-0.226288813424963,1.9600947840472698,5.012709636976057,0.07665543888896251
0.01012,1.186529418965316,-0.12887577170778847,-15.129329889837036,-7.564664944918518,-0.7564664944918519,0.3807902114166826,0.15940988377141918,2.6390573296152584,2.8787235228689783,0.010069135676783657
0.01576,1.6826716431894106,0.20733233486242236,-5.598206854154621,-2.7991034270773105,-0.2799103427077311,-3.6533782089599343,1.6164938509577518,2.8903717578961645,-1.1958847095687282,0.015637100779398914
0.07967,0.178251598187549,-1.0198272541188471,-13.472404194638658,-6.736202097319329,-0.6736202097319329,-1.5544618455433454,0.02355823153669339,1.2237754316221157,18.199672967335086,0.07665543888896251
0.0551,0.6215461573226017,-0.5743515129133178,-10.766598930920205,-5.3832994654601025,-0.5383299465460103,-2.7415191412051167,0.7379579295659925,2.1633230256605382,9.194529571339375,0.053635549165909416
0.0387,0.7693110103676192,1.3000086812156075,-8.638437487546142,-4.319218743773071,-0.4319218743773071,2.8931709661871285,-0.8262645646193353,3.4339872044851463,-3.4778137514543443,0.03796993125162867
0.0425,0.804079211084094,1.7202688144283709,-9.398495145894023,-4.699247572947011,-0.4699247572947011,-0.7620255935637001,0.5879639917673993,3.58351893845611,99.98122501766184,0.04162167469081946
0.11,1.464675024697114,0.008129031719572508,-15.630967944346638,-7.815483972173319,-0.7815483972173319,0.11780011763938929,-1.3880990002020652,2.749192144433385,-0.03647071788854562,0.10436001532424277
0.3,0.69977460893467,0.597333738483867,-14.718898754329183,-7.359449377164592,-0.7359449377164592,1.8457036010050698,-1.8419378005698084,3.119718253334982,-1.9548409375370344,0.26236426446749106
0.3,1.5689796268465384,-0.6323474112966792,-14.110852627650878,-7.055426313825439,-0.7055426313825439,2.812843300267467,-2.2704919085657886,2.080690761080268,-3.135329097596003,0.26236426446749106
0.55,0.10871519675459945,0.31575944923131527,-15.630967944346638,-7.815483972173319,-0.7815483972173319,1.0621042205505287,-1.7219426503309339,2.9595868269176377,-2.421864630338347,0.4382549309311553
0.4,2.2991118418925076,-0.1969579132882562,-13.958841095981303,-6.979420547990651,-0.6979420547990651,1.3516762907743805,-0.7234115787002997,2.579458966729223,-0.09439689696556995,0.33647223662121295
0.3,1.1204698376040143,1.5967123352638186,-13.806829564311727,-6.903414782155863,-0.6903414782155863,0.5902666546326549,-0.4362803263429935,3.541828511401901,0.09368332306603373,0.26236426446749106
0.3,1.638516028279488,2.339732250783984,-15.630967944346638,-7.815483972173319,-0.7815483972173319,0.5331371919488526,-1.1519656866962802,3.7697679578472747,-14.773984285732617,0.26236426446749106
0.3,0.21301979890402373,2.339732250783984,-15.630967944346638,-7.815483972173319,-0.7815483972173319,1.197284683415401,-1.1519656866962802,3.7697679578472747,-7.724486833396881,0.26236426446749106
0.3,1.082224816815892,2.159860913768921,-12.742748842624692,-6.371374421312346,-0.6371374421312347,1.468656310961911,-2.0562148545677985,3.7191661467188086,-2.1695857268268335,0.26236426446749106
0.25,0.560701806068771,-0.7601064917933593,-14.110852627650878,-7.055426313825439,-0.7055426313825439,0.3019352235922899,-1.7690836022104917,1.8702625307159986,0.206856184271172,0.22314355131420976
0.4,0.9779202146664677,3.316416800370446,-14.262864159320454,-7.131432079660227,-0.7131432079660227,-0.019047479948386167,-0.32057071718407876,4.007151350519723,-4.276839516723573,0.33647223662121295
0.6,-1.525390236919713,-0.6836191475486363,-13.046771905963848,-6.523385952981924,-0.6523385952981924,3.2957519493515193,-1.9833606562084818,2.0014800002101243,-4.9986030998905235,0.4700036292457355
0.35,0.8736156125170434,-0.45331659454804185,-15.630967944346638,-7.815483972173319,-0.7815483972173319,-3.671171116862983,1.6593492617573498,2.316487998163037,-2.4731939392138576,0.30010459245033805
1.6,0.5954700067852458,0.034185159978763736,-15.022921817668333,-7.511460908834167,-0.7511460908834167,2.2547682673585285,-2.103355806447356,2.768831673362069,-0.0650969659954701,0.9555114450274363
0.3,0.31732440105344767,2.262404386272836,-15.478956412677062,-7.739478206338531,-0.7739478206338531,-0.9731070745146891,1.350790304000244,3.7483269127573564,-4.933917553136792,0.26236426446749106
0.63,2.438184644758407,-0.8374343563045078,-14.87091028599876,-7.43545514299938,-0.743545514299938,0.8363281226277948,0.1122689318918616,1.7173950539391927,0.6010738014213863,0.48858001481867097
0.19,0.943152013949993,0.6998772109877811,-13.198783437633423,-6.599391718816712,-0.6599391718816712,1.2578217608786917,-1.7433703557307327,3.17220341666977,0.1436477701004436,0.173953307123438
0.26,0.943152013949993,3.316416800370446,-15.782979476016214,-7.891489738008107,-0.7891489738008107,-2.7801545681124193,1.1108000035224954,4.007151350519723,5.55860052197619,0.23111172096338664
0.24,0.7693110103676192,-0.6584035395558705,-14.110852627650878,-7.055426313825439,-0.7055426313825439,1.293711361051716,-1.7690836022104917,2.0412203288596382,0.8308170904438366,0.2151113796169455
0.3,0.804079211084094,-0.8113782280453163,-15.934991007685792,-7.967495503842896,-0.7967495503842896,-0.9491017851059116,1.586495063398033,1.7715567619105355,0.9789839901492962,0.26236426446749106
